Air Flow,Bearing Type,Color,Features,Kind,LED Color,Link,Manufacturer,Model,Name,Noise Level,Part #,Prices,RPM,Size,Static Pressure,avg,short_link,fan_size,air_flow,max_flow,min_flow,rpm,rpm_min,rpm_max,noise,has_LED,static_pressure
,SSO2-Bearing (Self-stabilising oil-presure bearing),Brown,Succeeding the award-winning NF-P14<br/>Square 140mm frame<br/>Flow Acceleration Channels<br/>AAO Frame<br/>Stepped Inlet Design<br/>Inner Surface Microstructures<br/>Integrated Anti-Vibration Pads<br/>SSO2 Bearing<br/>Metal bearing shell<br/>Smooth Commutation Drive 2<br/>2 speed settings for full flexibility<br/>Extensive cabling options<br/>Ultra-Low Power Consumption,Case Fan,,/product/qx8Zxr/noctua-case-fan-nfa14uln,Noctua,,Noctua NF-A14 ULN 140mm Fan,9.1 - 11.9 dbA,NF-A14 ULN,"[25.88, 32.99, 48.99]",650 - 800 RPM,140mm,,35.9533333333,noctua-case-fan-nfa14uln,140.0,0,0,0.0,650 - 800 ,650.0,800.0,11.9,No,0.0
35.0 - 62.1 CFM,,Black,"Heli -Inspired<br/>Fan blade design inspired by helicopters. They move the air less distance but pack more force into the space in front of the fan.<br/>Speed Profiles<br/>Switch between three curve profiles for your preferred mix of silence and speed.<br/>Quiet Spin<br/>Exclusive technology stabilizes the driver that spins the blades, reducing clicks and noisy vibrations.<br/>Noise Absorption<br/>Rubber mounting inserts on the frame absorb fan rattle.<br/>Jam Protection<br/>Automatically stops the fan motor if jammed by objects.",Case Fan,,/product/FBx9TW/cooler-master-masterfan-pro-120-air-pressure-621-cfm-120mm-fan-mfy-p2nn-15nmk-r1,Cooler Master,MasterFan Pro 120 Air Pressure,Cooler Master MasterFan Pro 120 Air Pressure 62.1 CFM  120mm Fan,6.0 - 36.0 dbA,MFY-P2NN-15NMK-R1,"[16.37, 16.86, 17.99, 15.99, 16.37]",650 - 2750 RPM,120mm,4.60 mm/H2O,16.716,cooler-master-masterfan-pro-120-air-pressure-621-cfm-120mm-fan-mfy-p2nn-15nmk-r1,120.0,35.0 - 62.1 ,62.1,35.0,650 - 2750 ,650.0,2750.0,36.0,No,4.6
70.2 CFM,Sleeve,Red,1800RPM -Low speed fan at minimal noise level.<br/>4 LED 120 x 120 x 25 Fan<br/>3 to 4 Pins Adapter Included,Case Fan,Red,/product/KvXfrH/thermaltake-case-fan-af0030,Thermaltake,,Thermaltake AF0030 70.2 CFM  120mm Fan,31.7 dbA,AF0030,[],1800 RPM,120mm,,0.0,thermaltake-case-fan-af0030,120.0,70.2 ,70.2 ,70.2,1800 ,1800.0,1800.0,31.7,Yes,0.0
107.0 CFM,,Black,,Case Fan,,/product/Vr648d/ek-case-fan-3831109867556,EK,Furious Vardar FF5-120,EK Furious Vardar FF5-120 107.0 CFM  120mm Fan,42.0 dbA,3831109867556,[],3000 RPM,120mm,5.81 mm/H2O,0.0,ek-case-fan-3831109867556,120.0,107.0 ,107.0 ,107.0,3000 ,3000.0,3000.0,42.0,No,5.81
24.0 CFM,Ball,Black,,Case Fan,,/product/YVsKHx/lamptron-case-fan-ffb0412shnf00,Lamptron,,Lamptron FFB0412SHN-F00 24.0 CFM  40mm Fan,54.5 dbA,FFB0412SHN-F00,[21.99],13000 RPM,40mm,,21.99,lamptron-case-fan-ffb0412shnf00,40.0,24.0 ,24.0 ,24.0,13000 ,13000.0,13000.0,54.5,No,0.0
32.5 - 82.6 CFM,Fluid Dynamic,White,"Unique and Stylish ""Shark Fin"" Fan Blade design w/ Quad Red LEDs.<br/>15 fan blades generates High Air Pressure and Air Flow - the most fan blades in the world !!!!<br/>Innovative Fluid Dynamic Bearing delivers longer life span, higher precision rotation and anti-shock function.<br/>Duo Mode Operation - The Shark fan operates in both ""Power"" mode (12V) and ""Silence"" mode (7V - with adaptation of Voltage reduction cable).<br/>All cables are ""black"" sleeved.<br/>Accessories include a Voltage Reduction cable, a 3 to 4 pin converter cable,4 units of Anti-vibration Rubber Screws and 4 units of standard screws.<br/>MTBF: 100000 hours<br/>Weight: 117.9g<br/>Standard Connection (Power mode):<br/>Rated Voltage: 12V<br/>Starting Voltage: &lt;=9.0V<br/>Power Consumption: 3.6W<br/>Rated Current: 0.30A<br/>Air Pressure: 1.273 mm-H2O<br/>Connect with Voltage Reduction Cable (Silence mode):<br/>Rated Voltage: (To FAN)7V<br/>Starting Voltage: &lt;=7.0V<br/>Power Consumption: 1.56W<br/>Rated Current: 0.13A<br/>Air Pressure: 0.305 mm-H2O",Case Fan,White,/product/vHCwrH/aerocool-case-fan-shark120mmwhite,Aerocool,,Aerocool Shark 120mm White 82.6 CFM  120mm Fan,12.6 - 26.5 dbA,Shark 120mm White,"[10.88, 10.99, 11.99, 15.99]",800 - 1500 RPM,120mm,1.27 mm/H2O,12.4625,aerocool-case-fan-shark120mmwhite,120.0,32.5 - 82.6 ,82.6,32.5,800 - 1500 ,800.0,1500.0,26.5,Yes,1.27
15.5 CFM,Ball,Black,,Case Fan,,/product/vHkD4D/lamptron-case-fan-fnefb0612maf00,Lamptron,,Lamptron FN-EFB0612MA-F00 15.5 CFM  60mm Fan,29.0 dbA,FN-EFB0612MA-F00,[15.99],3600 RPM,60mm,,15.99,lamptron-case-fan-fnefb0612maf00,60.0,15.5 ,15.5 ,15.5,3600 ,3600.0,3600.0,29.0,No,0.0
51.4 CFM,Rifle,Black,,Case Fan,,/product/fkCwrH/be-quiet-case-fan-bl046,be quiet!,Pure Wings 2,be quiet! Pure Wings 2 51.4 CFM  120mm Fan,19.2 dbA,BL046,"[10.49, 10.9, 10.9, 20.04]",1500 RPM,120mm,1.25 mm/H2O,13.0825,be-quiet-case-fan-bl046,120.0,51.4 ,51.4 ,51.4,1500 ,1500.0,1500.0,19.2,No,1.25
74.0 CFM,Fluid Dynamic,White,Perfectly Quiet<br/>Impressive Airflow<br/>Multi-Purpose Fan,Case Fan,,/product/qCH323/arctic-cooling-case-fan-afaco12000gba01,ARCTIC,Arctic F12,ARCTIC Arctic F12 74.0 CFM  120mm Fan,,AFACO-12000-GBA01,"[6.9, 7.49, 9.48]",1300 RPM,120mm,,7.95666666667,arctic-cooling-case-fan-afaco12000gba01,120.0,74.0 ,74.0 ,74.0,1300 ,1300.0,1300.0,0.0,No,0.0
66.4 CFM,Sleeve,Black,"Tuned for high-airflow, large volume cooling<br/>Better performance than standard case fans<br/>Translucent, frosted fan blades and Blue LEDs for a dramatic effect<br/>Eleven ultra-thin fan blades and a sleeved bearing system for less vibration, noise and turbulence<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.",Case Fan,Blue,/product/BDDwrH/corsair-case-fan-co9050017bled,Corsair,,Corsair CO-9050017-BLED 66.4 CFM  140mm Fan,25.5 dbA,CO-9050017-BLED,"[14.89, 14.98, 14.99, 17.99, 18.98, 19.99]",1200 RPM,140mm,,16.97,corsair-case-fan-co9050017bled,140.0,66.4 ,66.4 ,66.4,1200 ,1200.0,1200.0,25.5,Yes,0.0
50.5 CFM,,Black,,Case Fan,,/product/WrvZxr/be-quiet-bl066-505-cfm-120mm-fan-bl066,be quiet!,SilentWings 3 PWM,be quiet! SilentWings 3 PWM 50.5 CFM  120mm Fan,16.4 dbA,BL066,"[18.99, 25.0, 37.72]",1450 RPM,120mm,,27.2366666667,be-quiet-bl066-505-cfm-120mm-fan-bl066,120.0,50.5 ,50.5 ,50.5,1450 ,1450.0,1450.0,16.4,No,0.0
28.9 CFM,Rifle,Black,Higher air flow to enhance cooling performance.<br/>Silent operation for case cooling.<br/>RoHS compliance for protecting the environment.,Case Fan,,/product/dyYXsY/cooler-master-case-fan-r4s8r20akgp,Cooler Master,,Cooler Master R4-S8R-20AK-GP 28.9 CFM  80mm Fan,20.9 dbA,R4-S8R-20AK-GP,"[4.88, 4.91, 4.99, 5.99]",2000 RPM,80mm,,5.1925,cooler-master-case-fan-r4s8r20akgp,80.0,28.9 ,28.9 ,28.9,2000 ,2000.0,2000.0,20.9,No,0.0
53.3 CFM,UFB (Updraft Floating Balance),Black/White,"The PH-F120MP, a high static pressure fan, can have the ability to overcome the airflow restriction caused by high fin density. PH-F120MP produces high static air pressure allowing for a direct and focused airflow making them ideal for the densely packed fins of a radiator.<br/>The PH-F120MP has a larger base size with a magnetic brushless DC motor to avoid the effects of resonance and for rotational stability. To create better structural strength, Phanteks redesigned the back frame of the PH-F120MP. Phanteks fans now comes with pre-installed rubber pads to help reduce vibration occurrences.<br/>With the noise reduction challenges in mind, we modified the component for lower actuator noise, PCBA for lower electromagnetic noise, brushless motor structure for lower operating noise and frame rib for lower wind and vibration noise.<br/>MVB2 (Maelström Vortex Booster)<br/>The new seven high pressure MVB blades are precisely angled to generate a silent controlled airflow. The blades produces a downdraft vortex allowing for greater amount of air passage through and reduce airflow turbulence across the surface of the blades to create significantly better performance and airflow while keeping noise to a minimum.<br/>UFB bearing (Updraft Floating Balance bearing)<br/>Phanteks’ UFB bearings are composed by MOSS and SSC system. MOSS has an effective fan hub-blade ratio to achieve a dynamic balance, thus floating the axis for minimal air noise. SSC increases the bearing life span to ensure that the fan axis is consistently operating without mechanical noise.<br/>Polarity Auto-Restart Protection<br/>Phanteks’ unique fan circuit design provides a Fan Polarity Auto-Restart feature. The sensor inside of the fan will constantly send a series of rectangular signals to your PC M/B indicating that the fan is working correctly. The unique restart feature provides optimal support and protection.",Case Fan,,/product/MwPzK8/phanteks-case-fan-phf120mpbkpwm,Phanteks,PH-F120MP,Phanteks PH-F120MP 53.3 CFM  120mm Fan,25.0 dbA,PH-F120MP_BK_PWM,"[14.99, 17.89, 17.99, 14.99]",500 - 1800 RPM,120mm,1.72 mm/H2O,16.465,phanteks-case-fan-phf120mpbkpwm,120.0,53.3 ,53.3 ,53.3,500 - 1800 ,500.0,1800.0,25.0,No,1.72
62.7 CFM,Hydraulic,Black,"The SP120 High Performance Edition, at full RPM, has outstanding static pressure, up to 3.1mm/H2O, when used on a radiator or heatsink.<br/>4-PIN PWM Support for increased fan speed control<br/>Seven wide body, low-pitch custom blades for optimal static pressure at very low noise levels.<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.<br/>Advanced Hydraulic Bearing for reliable, quiet operation.<br/>Rubberized corners for sound damping when installed with standard screws.<br/>User-replaceable colored rings so you can match your fans to your case",Case Fan,,/product/ygV48d/corsair-case-fan-co9050013ww,Corsair,Air Series SP120,Corsair Air Series SP120 62.7 CFM  120mm Fan,35.0 dbA,CO-9050013-WW,"[16.99, 18.94, 24.99, 16.99]",2350 RPM,120mm,3.10 mm/H2O,19.4775,corsair-case-fan-co9050013ww,120.0,62.7 ,62.7 ,62.7,2350 ,2350.0,2350.0,35.0,No,3.1
107.4 CFM,SSO2,Brown/Black,,Case Fan,,/product/fvLypg/noctua-case-fan-nfa14industrialppc2000,Noctua,,Noctua NF-A14 industrialPPC-2000 107.4 CFM  140mm Fan,31.5 dbA,NF-A14 industrialPPC-2000<br/>(or) NF-A14 iPPC-2000,"[27.91, 28.88, 28.99, 33.97, 38.99]",2000 RPM,140mm,4.18 mm/H2O,31.748,noctua-case-fan-nfa14industrialppc2000,140.0,107.4 ,107.4 ,107.4,2000 ,2000.0,2000.0,31.5,No,4.18
52.3 CFM,Hydraulic,Black,"Featuring hydraulic bearings; a cost-efficient compromise between a standard sleeve bearing and a true FDB<br/>bearing<br/>Equipped with a counter-balancing magnet in the hub that reduces the axial tension on the bearing, further protecting<br/>the longevity of the bearing<br/>Optimized fan geometry for a good balance between static pressure and maximum airflow, resulting in good performance<br/>in all usage scenarios<br/>Aerodynamically shaped thin stator struts (including wire strut), mimicking the design commonly found on airplane<br/>wings, delivering correct angles allowing for air to easily pass through reducing noise and unwanted turbulence.<br/>Stator struts are angled perpendicular to the blades, helping to reduce noise commonly emitted when the blades<br/>pass the struts. In effect, minimal noise that may be emitted will be constant and therefore almost inaudible to the<br/>ear.<br/>Strategically placed notches near the fan hub on the trailing edge of the blades, further reducing and diffusing<br/>humming noise produced when the blades pass the stator struts<br/>Includes a “trip wire” on the rear side of the blades, near the leading edge. The trip wire technology, also commonly<br/>found in airplane wing designs, introduces a micro-turbulent layer that helps to combat the elements that negatively<br/>affect performance. The presence of the trip wire overall provides a more efficient and quiet fan environment.<br/>The customized design of the Dynamic Series fans contributes to a beautiful, cool build<br/>Available in 120mm and 140mm fan sizes",Case Fan,,/product/MVYWGX/fractal-design-case-fan-fdfandyngp12bk,Fractal Design,GP12-BK,Fractal Design GP12-BK 52.3 CFM  120mm Fan,19.4 dbA,FD-FAN-DYN-GP12-BK,"[12.99, 12.99, 14.04, 13.9]",1200 RPM,120mm,,13.48,fractal-design-case-fan-fdfandyngp12bk,120.0,52.3 ,52.3 ,52.3,1200 ,1200.0,1200.0,19.4,No,0.0
40.6 CFM,,Black/Orange,,Case Fan,Orange,/product/XJbkcf/thermaltake-case-fan-clf038pl12ora,Thermaltake,Riing 12 LED Orange,Thermaltake Riing 12 LED Orange 40.6 CFM  120mm Fan,18.7 - 24.6 dbA,CL-F038-PL12OR-A,"[15.99, 15.99, 22.99]",1000 - 1500 RPM,120mm,2.01 mm/H2O,18.3233333333,thermaltake-case-fan-clf038pl12ora,120.0,40.6 ,40.6 ,40.6,1000 - 1500 ,1000.0,1500.0,24.6,Yes,2.01
26.0 - 44.1 CFM,Rifle,Black,,Case Fan,,/product/PKfp99/be-quiet-case-fan-bl024,be quiet!,SHADOW WINGS,be quiet! SHADOW WINGS 44.1 CFM  80mm Fan,16.6 dbA,BL024,[],2000 RPM,80mm,2.25 mm/H2O,0.0,be-quiet-case-fan-bl024,80.0,26.0 - 44.1 ,44.1,26.0,2000 ,2000.0,2000.0,16.6,No,2.25
65.2 CFM,Hydro Bearing,White,Transparent fan with white LED to give special visual effect at night.<br/>Low speed RPM to ensure quiet operation.,Case Fan,White,/product/qRvZxr/deepcool-case-fan-xfan120lw,Deepcool,,Deepcool XFAN 120 L/W 65.2 CFM  120mm Fan,26.0 dbA,XFAN 120 L/W,"[7.99, 7.99, 12.97]",1300 RPM,120mm,,9.65,deepcool-case-fan-xfan120lw,120.0,65.2 ,65.2 ,65.2,1300 ,1300.0,1300.0,26.0,Yes,0.0
38.0 CFM,Loop Dymanic Bearing (LDB),Black,,Case Fan,,/product/d3Z2FT/cooler-master-case-fan-r4sfnl24pkr1,Cooler Master,,Cooler Master R4-SFNL-24PK-R1 38.0 CFM  120mm Fan,11.0 dbA,R4-SFNL-24PK-R1,"[17.0, 17.0, 17.99, 21.98, 20.95]",2400 RPM,120mm,,18.984,cooler-master-case-fan-r4sfnl24pkr1,120.0,38.0 ,38.0 ,38.0,2400 ,2400.0,2400.0,11.0,No,0.0
61.4 CFM,Fluid Dynamic,Black,,Case Fan,,/product/GqkwrH/fractal-design-case-fan-fdfanventhp12pwm,Fractal Design,HP12-PWM,Fractal Design HP12-PWM 61.4 CFM  120mm Fan,31.7 dbA,FD-FAN-VENT-HP12-PWM,[15.99],1800 RPM,120mm,2.30 mm/H2O,15.99,fractal-design-case-fan-fdfanventhp12pwm,120.0,61.4 ,61.4 ,61.4,1800 ,1800.0,1800.0,31.7,No,2.3
50.0 - 96.5 CFM,Fluid Dynamic,Red,"Unique and Stylish ""Shark Fin"" Fan Blade design w/ Quad Red LEDs<br/>15 fan blades generates High Air Pressure and Air Flow<br/>Innovative Fluid Dynamic Bearing delivers longer life span, higher precision rotation and anti-shock function.<br/>Duo Mode Operation - The Shark fan operates in both ""Power"" mode (12V) and ""Silence"" mode (7V - with adaptation of Voltage reduction cable).<br/>All cables are ""black"" sleeved.<br/>Accessories include a Voltage Reduction cable, a 3 to 4 pin converter cable, 4 units of Anti-vibration Rubber Screws and 4 units of standard screws.",Case Fan,Red,/product/JsDwrH/aerocool-case-fan-shark140mmred,Aerocool,,Aerocool Shark 140mm Red 96.5 CFM  140mm Fan,14.5 - 29.6 dbA,Shark 140mm Red,"[11.99, 13.88, 19.99]",800 - 1500 RPM,140mm,1.07 mm/H2O,15.2866666667,aerocool-case-fan-shark140mmred,140.0,50.0 - 96.5 ,96.5,50.0,800 - 1500 ,800.0,1500.0,29.6,Yes,1.07
40.6 CFM,Hydraulic,Black/Yellow,Patented Circular Yellow LED Ring<br/>High Static Pressure for Case/Radiator Applications<br/>Concentrated Compression Blade Design<br/>Hydraulic Bearing for Low noise/Longer Lifespan<br/>LNC (Low Noise Cable) Included to Reduced Noise<br/>Anti-vibration Mounting System,Case Fan,Yellow,/product/d4nG3C/thermaltake-case-fan-clf038pl12yla,Thermaltake,Riing 12 LED Yellow,Thermaltake Riing 12 LED Yellow 40.6 CFM  120mm Fan,18.7 - 24.6 dbA,CL-F038-PL12YL-A,"[15.99, 15.99, 32.36, 17.99]",1000 - 1500 RPM,120mm,,20.5825,thermaltake-case-fan-clf038pl12yla,120.0,40.6 ,40.6 ,40.6,1000 - 1500 ,1000.0,1500.0,24.6,Yes,0.0
51.1 CFM,,Black/Orange,,Case Fan,Orange,/product/hFGj4D/thermaltake-case-fan-clf039pl14ora,Thermaltake,Riing 14 LED Orange,Thermaltake Riing 14 LED Orange 51.1 CFM  140mm Fan,22.1 - 28.1 dbA,CL-F039-PL14OR-A,"[16.99, 17.99, 24.97, 26.89, 19.99]",1000 - 1400 RPM,140mm,1.58 mm/H2O,21.366,thermaltake-case-fan-clf039pl14ora,140.0,51.1 ,51.1 ,51.1,1000 - 1400 ,1000.0,1400.0,28.1,Yes,1.58
97.8 CFM,Fluid Dynamic,Black,Silent Operation<br/>Enhanced Airflow<br/>On-the-Fly Light Switching<br/>Aggressive Looks Both On and Off,Case Fan,Blue,/product/dJh9TW/bitfenix-case-fan-bffblf23030brp,BitFenix,,BitFenix BFF-BLF-23030B-RP 97.8 CFM  230mm Fan,20.0 dbA,BFF-BLF-23030B-RP,"[16.99, 17.99, 17.99, 35.38]",900 RPM,230mm,,22.0875,bitfenix-case-fan-bffblf23030brp,230.0,97.8 ,97.8 ,97.8,900 ,900.0,900.0,20.0,Yes,0.0
4.8 CFM,Ball,Black,,Case Fan,,/product/zQrG3C/evercool-case-fan-fanec4007m12ca,Evercool,,Evercool FAN-EC4007M12CA 4.8 CFM  40mm Fan,25.0 dbA,FAN-EC4007M12CA,"[3.62, 5.99]",5500 RPM,40mm,,4.805,evercool-case-fan-fanec4007m12ca,40.0,4.8 ,4.8 ,4.8,5500 ,5500.0,5500.0,25.0,No,0.0
25.6 CFM,,Black,,Case Fan,,/product/vRzZxr/deepcool-xfan-70-256-cfm-70mm-fan-xfan-70,Deepcool,,Deepcool XFAN 70 25.6 CFM  70mm Fan,26.7 dbA,XFAN 70,[],3000 RPM,70mm,,0.0,deepcool-xfan-70-256-cfm-70mm-fan-xfan-70,70.0,25.6 ,25.6 ,25.6,3000 ,3000.0,3000.0,26.7,No,0.0
75.0 CFM,Sleeve,Black,"Higher airflow, static pressure and torque<br/>Reduction for noise and power consumption<br/>Additional output functions available<br/>Optimized blade design for better performance<br/>Lowest noise level<br/>Air Pressure: 2.41 mmH2O [MAX.]<br/>Life Expectance: 30,000 hrs",Case Fan,,/product/Xjdqqs/xigmatek-case-fan-xsff1252,Xigmatek,,Xigmatek XSF-F1252 75.0 CFM  120mm Fan,20.0 dbA,XSF-F1252,[14.99],1800 RPM,120mm,2.41 mm/H2O,14.99,xigmatek-case-fan-xsff1252,120.0,75.0 ,75.0 ,75.0,1800 ,1800.0,1800.0,20.0,No,2.41
122.2 CFM,Fluid Dynamic Bearings (FDB),White,Materials: PC &amp; PBT<br/>Operating Voltage: 12VDC<br/>Starting Voltage: 5VDC<br/>Current (A): 0.40A+/-10%<br/>Air Pressure (mmH2O): 2.8 mmH2O<br/>PWM Technology<br/>High Pressure/CFM Design<br/>Dual Ring Construction<br/>Reinforced Fan Blades<br/>Silent Operation and Long Life<br/>*Two Color Versions,Case Fan,,/product/B6CwrH/bitfenix-case-fan-bffsprop14025wwrp,BitFenix,,BitFenix BFF-SPRO-P14025WW-RP 122.2 CFM  140mm Fan,29.2 dbA,BFF-SPRO-P14025WW-RP,"[16.99, 18.99, 25.52]",500 - 1800 RPM,140mm,2.80 mm/H2O,20.5,bitfenix-case-fan-bffsprop14025wwrp,140.0,122.2 ,122.2 ,122.2,500 - 1800 ,500.0,1800.0,29.2,No,2.8
53.6 CFM,Hydro Bearing,Black,For Computer Case Cooling<br/>For Power Supply Cooling<br/>- Blue LED × 4 pcs,Case Fan,Blue,/product/dzmLrH/deepcool-case-fan-windblade120,Deepcool,,Deepcool WIND BLADE 120 53.6 CFM  120mm Fan,26.6 dbA,WIND BLADE 120,"[6.99, 6.99, 11.97, 12.66]",,120mm,,9.6525,deepcool-case-fan-windblade120,120.0,53.6 ,53.6 ,53.6,0 - 0,0.0,0.0,26.6,Yes,0.0
41.0 CFM,,Clear,Started Voltage: 9.0 V<br/>Rated Voltage: 12 V<br/>Rated Current: 0.14 A<br/>Power Input: 1.68 W<br/>Max. Air Pressure: 0.61 mm-H2O<br/>Bearing Type: Sleeve,Case Fan,Blue,/product/V63RsY/thermaltake-case-fan-clf012pl12bua,Thermaltake,Pure 12 LED,Thermaltake Pure 12 LED 41.0 CFM  120mm Fan,19.5 dbA,CL-F012-PL12BU-A,"[8.39, 8.49, 8.99, 9.99, 11.69, 8.99]",1000 RPM,120mm,0.61 mm/H2O,9.42333333333,thermaltake-case-fan-clf012pl12bua,120.0,41.0 ,41.0 ,41.0,1000 ,1000.0,1000.0,19.5,Yes,0.61
66.4 CFM,Sleeve,Black,"Tuned for high-airflow, large volume cooling<br/>Better performance than standard case fans<br/>Translucent, frosted fan blades and White LEDs for a dramatic effect<br/>Eleven ultra-thin fan blades and a sleeved bearing system for less vibration, noise and turbulence<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.",Case Fan,White,/product/d8n2FT/corsair-case-fan-co9050017wled,Corsair,,Corsair CO-9050017-WLED 66.4 CFM  140mm Fan,25.5 dbA,CO-9050017-WLED,"[13.3, 13.49, 13.49, 18.98, 19.99]",1200 RPM,140mm,,15.85,corsair-case-fan-co9050017wled,140.0,66.4 ,66.4 ,66.4,1200 ,1200.0,1200.0,25.5,Yes,0.0
110.0 CFM,Sleeve,Clear,"700RPM 110 CFM High air flow for maximum cooling performance.<br/>Quiet operation with low RPM.<br/>RoHS compliance for protecting the environment.<br/>Compatible with 230mm HAF mounts for easy upgrades.<br/>Recommended as a replacement or additional fan for: HAF 932, HAF 922*, COSMOS S, ATCS 840, CM Storm Sniper*<br/>*Fan and LED will operate but full LED ON/OFF function will not be compatible",Case Fan,,/product/y6JwrH/cooler-master-case-fan-r4lus07abgp,Cooler Master,Megaflow,Cooler Master Megaflow 110.0 CFM  200mm Fan,19.0 dbA,R4-LUS-07AB-GP,"[14.33, 14.49, 14.99, 15.99, 14.99]",700 RPM,200mm,,14.958,cooler-master-case-fan-r4lus07abgp,200.0,110.0 ,110.0 ,110.0,700 ,700.0,700.0,19.0,No,0.0
52.2 CFM,Sleeve,Black,"Tuned for high-airflow, large volume cooling<br/>Better performance than standard case fans<br/>Translucent, frosted fan blades and Purple LEDs for a dramatic effect<br/>Nine ultra-thin fan blades and a sleeved bearing system for less vibration, noise and turbulence<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.",Case Fan,Purple,/product/NvTmP6/corsair-case-fan-co9050015pled,Corsair,Air Series AF120 Purple,Corsair Air Series AF120 Purple 52.2 CFM  120mm Fan,25.2 dbA,CO-9050015-PLED,"[11.69, 13.2, 13.46, 15.99, 15.99, 13.46]",1500 RPM,120mm,,13.965,corsair-case-fan-co9050015pled,120.0,52.2 ,52.2 ,52.2,1500 ,1500.0,1500.0,25.2,Yes,0.0
74.5 CFM,Sleeve,Blue,4 Blue LEDs implemented for bright glowing result,Case Fan,Blue,/product/gYkD4D/rosewill-case-fan-rfa120bl,Rosewill,,Rosewill RFA-120-BL 74.5 CFM  120mm Fan,29.3 dbA,RFA-120-BL,"[7.89, 7.99, 10.14]",2000 RPM,120mm,,8.67333333333,rosewill-case-fan-rfa120bl,120.0,74.5 ,74.5 ,74.5,2000 ,2000.0,2000.0,29.3,Yes,0.0
51.1 CFM,Hydraulic,Black/Blue,Patented Circular Blue LED Ring<br/>High Static Pressure for Case/Radiator Applications<br/>Concentrated Compression Blade Design<br/>Hydraulic Bearing for Low noise/Longer Lifespan<br/>LNC (Low Noise Cable) Included to Reduced Noise<br/>Anti-vibration Mounting System,Case Fan,Blue,/product/BLDzK8/thermaltake-case-fan-clf039pl14bua,Thermaltake,Riing 14 LED Blue,Thermaltake Riing 14 LED Blue 51.1 CFM  140mm Fan,22.1 - 28.1 dbA,CL-F039-PL14BU-A,"[15.29, 16.99, 17.89, 17.99, 15.29, 15.29, 17.99]",1000 - 1400 RPM,140mm,1.58 mm/H2O,16.6757142857,thermaltake-case-fan-clf039pl14bua,140.0,51.1 ,51.1 ,51.1,1000 - 1400 ,1000.0,1400.0,28.1,Yes,1.58
16.4 - 44.0 CFM,Loop Dymanic Bearing (LDB),Black,,Case Fan,,/product/ywzZxr/cooler-master-case-fan-r4sfnl14pkr1,Cooler Master,,Cooler Master R4-SFNL-14PK-R1 44.0 CFM  120mm Fan,6.5 - 14.0 dbA,R4-SFNL-14PK-R1,"[19.99, 17.99, 21.98, 17.99, 17.95]",1400 RPM,120mm,,19.18,cooler-master-case-fan-r4sfnl14pkr1,120.0,16.4 - 44.0 ,44.0,16.4,1400 ,1400.0,1400.0,14.0,No,0.0
241.0 CFM,2 Ball,Black,"The AFB1212GHE Revision C Grand High Speed is our newest king of 120mm fans. This DC fan motor provides over 240 cubic feet of air out of a traditional design that has been highly refined and tuned by Delta's fan motor team. Comparisons with our other high end Delta parts show it has modest power requirements for its ability to move so much air out of the standard 120x38 millimeter form factor. However, as noted in its lower decibel rating, it will also lack the high pitched whine that accompanies directional fin fans. The AFB parts can be undervolted slightly more, but apparently cannot be overvolted as much. For power users adjusting the voltages on these parts, it will be a welcome change. It also has an amazing near 4:1 airflow to noise ratio.<br/>This fan comes with standard 4 pin Molex power and RPM sensor TAC output through its 3 Pin connector.",Case Fan,,/product/dnPfrH/delta-electronics-case-fan-afb1212ghecf00,Delta Electronics,,Delta Electronics AFB1212GHE-CF00 241.0 CFM  120mm Fan,62.0 dbA,AFB1212GHE-CF00,"[26.99, 106.46]",5200 RPM,120mm,,66.725,delta-electronics-case-fan-afb1212ghecf00,120.0,241.0 ,241.0 ,241.0,5200 ,5200.0,5200.0,62.0,No,0.0
